,lot,am_or_pm,browser_info,company,credit_card,cc_exp_date,cc_security_code,cc_provider,job,ip_address,language,purchase_price
3742,14 hJ,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/15.0.817.0 Safari/5342",Christensen-Hunt,3112909025872608,06/23,391,American Express,"Administrator, charities/voluntary organisations",36.156.243.218,en,92.51
3743,96 du,PM,Mozilla/5.0 (Windows NT 6.1; sl-SI; rv:1.9.0.20) Gecko/2013-04-09 20:48:51 Firefox/14.0,Thomas-Smith,378561183966881,04/20,563,Voyager,"Restaurant manager, fast food",223.21.248.184,fr,39.29
3744,68 Nb,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sl-SI) AppleWebKit/535.44.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.44.3",Shaffer-Clay,4385250601642182,03/25,932,JCB 16 digit,"Designer, jewellery",91.139.181.104,el,59.1
3745,99 kY,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4) AppleWebKit/5352 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/5352",Juarez Ltd,3337109742370197,08/22,5112,VISA 16 digit,Sports administrator,79.33.195.59,es,69.71
3746,46 BL,PM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.832.0 Safari/5311",Moore and Sons,4145027915171,01/17,14,JCB 16 digit,Educational psychologist,47.18.177.3,pt,42.67
3747,99 rJ,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5352 (KHTML, like Gecko) Chrome/13.0.849.0 Safari/5352","Steele, Caldwell and Stewart",6011811004364323,02/22,443,Maestro,Arts development officer,114.241.217.68,de,60.41
3748,78 CK,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:4.0; en-US) AppleWebKit/535.19.5 (KHTML, like Gecko) Version/5.0.4 Safari/535.19.5","Johnston, Mills and Richards",210058804675159,06/26,5069,Discover,Personal assistant,198.96.68.0,de,81.08
3749,81 nS,PM,Opera/8.62.(Windows NT 4.0; en-US) Presto/2.9.185 Version/11.00,"Shepherd, Henry and Cross",5237942976214061,07/19,1702,VISA 16 digit,"Engineer, agricultural",167.205.107.59,ru,66.04
3750,66 bH,AM,Opera/9.67.(Windows NT 6.1; it-IT) Presto/2.9.177 Version/12.00,Miller Ltd,4211675644842,03/22,44,VISA 13 digit,Media planner,140.161.13.5,it,85.37
3751,92 xv,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/5320","Miller, Mercado and Hardin",374213870058036,01/18,421,JCB 16 digit,Insurance broker,11.227.87.107,ru,17.87
3752,02 st,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),"Waters, Pope and Wong",4636835256573380,10/16,479,JCB 16 digit,Research scientist (physical sciences),140.126.90.124,ru,79.54
3753,05 cD,PM,Opera/9.11.(X11; Linux x86_64; en-US) Presto/2.9.171 Version/10.00,Kelly PLC,344157801663298,08/22,496,Discover,Drilling engineer,213.177.81.162,ru,83.81
3754,67 HM,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.11.7 (KHTML, like Gecko) Version/4.1 Safari/533.11.7",Hess Ltd,4122519986729311,09/24,627,VISA 16 digit,Personnel officer,206.168.166.210,en,4.5
3755,01 SN,AM,Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.2.20) Gecko/2016-07-25 05:03:27 Firefox/15.0,Simmons LLC,3337041089880274,03/20,235,Discover,Futures trader,190.163.20.69,pt,47.73
3756,89 ez,PM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5360 (KHTML, like Gecko) Chrome/14.0.840.0 Safari/5360","Silva, Murray and Rosario",5431286895106543,01/20,746,Discover,Translator,134.167.103.110,el,94.95
3757,64 Eh,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.6.20) Gecko/2014-10-06 04:44:48 Firefox/12.0,"Aguilar, Garcia and Burke",4504207128514548,08/23,664,JCB 16 digit,"Research officer, government",38.192.173.25,zh,12.49
3758,78 EY,AM,Opera/9.22.(X11; Linux i686; it-IT) Presto/2.9.177 Version/10.00,Rodriguez LLC,4413777479198,01/23,55,Maestro,Clinical molecular geneticist,146.181.193.73,zh,47.25
3759,38 ac,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.5.20) Gecko/2012-10-04 04:08:08 Firefox/10.0,Mullins LLC,639044256647,01/26,772,Maestro,Air cabin crew,249.158.224.193,ru,36.32
3760,81 tP,PM,Opera/8.98.(Windows NT 5.2; sl-SI) Presto/2.9.168 Version/12.00,"Richards, Bell and Barrett",30530427459086,08/21,256,VISA 16 digit,"Scientist, biomedical",135.32.174.196,es,17.57
3761,17 sV,PM,Mozilla/5.0 (Windows 98; it-IT; rv:1.9.2.20) Gecko/2013-09-07 15:16:21 Firefox/3.8,Nelson-Owens,372598890905626,09/20,574,VISA 13 digit,Theme park manager,216.163.237.130,de,92.61
3762,68 yh,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1),"Young, Schmidt and Aguilar",346974891556275,06/25,875,American Express,Equality and diversity officer,142.204.90.46,fr,14.27
3763,84 KM,PM,Mozilla/5.0 (Windows NT 5.01; sl-SI; rv:1.9.1.20) Gecko/2013-07-30 10:26:19 Firefox/6.0,Dunn Group,5283338843726978,04/21,502,VISA 16 digit,Press sub,44.92.147.174,zh,92.22
3764,80 pJ,AM,Mozilla/5.0 (Windows NT 5.01; en-US; rv:1.9.1.20) Gecko/2016-06-23 04:46:41 Firefox/3.6.1,Rubio-Moreno,4576367536146,08/21,916,VISA 13 digit,Glass blower/designer,42.151.144.192,zh,10.24
3765,57 GT,AM,Opera/9.30.(X11; Linux x86_64; sl-SI) Presto/2.9.164 Version/10.00,Gates Ltd,869988084269832,02/25,829,Voyager,Scientific laboratory technician,95.2.159.141,ru,82.72
3766,29 CP,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4 rv:5.0; it-IT) AppleWebKit/535.20.6 (KHTML, like Gecko) Version/5.0.5 Safari/535.20.6","Harris, Griffin and Chase",869903554552880,01/26,537,Discover,Patent examiner,31.174.191.102,de,73.44
3767,39 sV,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-10-30 06:50:26 Firefox/3.8,Huynh-Reyes,4459398399284120,07/18,333,Discover,Public relations account executive,137.12.247.22,el,67.31
3768,09 Av,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/13.0.848.0 Safari/5331",Stafford-Martinez,3088071850608043,12/25,468,Diners Club / Carte Blanche,Chartered legal executive (England and Wales),196.19.207.180,en,34.4
3769,16 Cb,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1 rv:2.0; sl-SI) AppleWebKit/533.33.3 (KHTML, like Gecko) Version/4.1 Safari/533.33.3","Hall, Mckenzie and Owen",375573347921135,04/23,279,Mastercard,Artist,197.93.132.243,en,12.34
3770,01 vY,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/14.0.889.0 Safari/5330",Pope-Tucker,6011426234981778,09/20,875,Mastercard,Sports development officer,222.107.138.227,zh,87.53
3771,37 wg,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9; rv:1.9.2.20) Gecko/2011-05-16 03:25:24 Firefox/3.6.7,Richard-Jackson,676132781672,04/26,777,VISA 16 digit,Curator,21.226.143.143,fr,49.9
3772,49 Oo,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6; rv:1.9.3.20) Gecko/2016-01-25 12:17:38 Firefox/5.0,"Graham, Gray and Thomas",30077281905952,12/23,226,Discover,"Therapist, music",86.33.181.69,zh,65.9
3773,82 xZ,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2016-01-19 01:55:06 Firefox/3.6.12,Barker-Freeman,4682806399789,01/18,619,Diners Club / Carte Blanche,"Therapist, drama",130.242.127.7,de,29.52
3774,02 oc,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.827.0 Safari/5362",Nguyen Inc,5189501564675303,11/16,245,Voyager,"Accountant, chartered",168.241.114.245,pt,75.59
3775,08 Dj,AM,Opera/8.95.(X11; Linux x86_64; sl-SI) Presto/2.9.161 Version/12.00,Green PLC,4934410889444075,03/18,650,Discover,Physiological scientist,94.58.170.96,de,43.1
3776,38 fB,AM,Opera/8.78.(X11; Linux i686; sl-SI) Presto/2.9.184 Version/11.00,"Lucas, Jackson and Jones",5270627782196622,04/23,937,Mastercard,Herbalist,164.137.228.199,el,67.71
3777,52 WY,AM,Opera/8.59.(Windows NT 6.1; en-US) Presto/2.9.172 Version/12.00,Perry Group,3112305136308113,08/22,998,JCB 15 digit,Mechanical engineer,89.41.146.121,de,16.85
3778,70 Ch,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; rv:1.9.6.20) Gecko/2011-12-17 00:39:51 Firefox/13.0,Montgomery-Lopez,4270466866038076,09/18,144,Voyager,Chiropractor,208.103.249.217,en,54.23
3779,06 JV,AM,Mozilla/5.0 (Windows 98; Win 9x 4.90; it-IT; rv:1.9.2.20) Gecko/2011-12-23 02:37:56 Firefox/3.6.8,Porter-Martinez,4421649629131969,05/18,738,JCB 16 digit,Aeronautical engineer,90.177.59.164,de,30.43
3780,14 FY,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),Flynn-Zimmerman,210026281025982,12/25,370,JCB 15 digit,Hydrogeologist,38.234.197.63,el,61.21
3781,07 IU,AM,Opera/9.56.(X11; Linux i686; en-US) Presto/2.9.166 Version/10.00,"Moreno, Ramirez and Melton",4519427385278867,09/21,45,VISA 13 digit,Cytogeneticist,99.147.111.13,zh,98.88
3782,95 NQ,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),"Bolton, Ayers and Andrews",60491726679,12/20,771,JCB 15 digit,"Programmer, systems",52.140.195.146,es,60.34
3783,72 eY,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Gonzalez-Fowler,4845175900974628,03/20,687,VISA 13 digit,Diplomatic Services operational officer,43.100.207.154,pt,52.96
3784,36 dz,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),Lambert-Mitchell,373484023446599,11/24,998,American Express,"Scientist, research (life sciences)",244.130.1.225,zh,15.84
3785,23 Gc,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),"Allen, White and Murphy",675909019845,01/21,314,JCB 15 digit,Metallurgist,110.82.72.98,de,71.98
3786,87 BW,PM,Opera/9.74.(X11; Linux x86_64; sl-SI) Presto/2.9.178 Version/12.00,Barber-White,30086395868246,04/24,681,Voyager,Radio producer,25.72.150.83,fr,67.16
3787,14 XA,AM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.1 Safari/532.35.3","Lee, Copeland and Ortega",3528487627053727,01/18,25,VISA 16 digit,Educational psychologist,239.66.41.247,es,43.0
3788,20 vs,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8; rv:1.9.6.20) Gecko/2012-08-18 01:49:20 Firefox/13.0,Carroll-Ponce,210007990940778,01/17,866,American Express,Furniture conservator/restorer,162.38.46.151,de,52.1
3789,66 Ci,PM,Mozilla/5.0 (Windows 95; en-US; rv:1.9.2.20) Gecko/2014-02-26 02:37:13 Firefox/3.6.7,"Cardenas, Leblanc and Clark",5383052010583638,08/19,415,Mastercard,"Scientist, research (maths)",208.66.46.21,it,63.55
3790,62 TX,AM,Opera/8.24.(X11; Linux x86_64; en-US) Presto/2.9.169 Version/12.00,Rivera Group,4831171233360334,05/23,750,Discover,Community pharmacist,39.70.160.73,es,42.24
3791,71 LG,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.893.0 Safari/5351","Small, Williams and Gonzalez",4691939449852776,03/22,161,VISA 16 digit,"Engineer, electronics",247.203.211.225,el,2.4
3792,88 Gg,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),Wright PLC,4968544101125952,09/19,725,Diners Club / Carte Blanche,"Therapist, horticultural",234.155.150.167,it,58.91
3793,47 OV,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2014-08-12 23:32:04 Firefox/8.0,"Carter, Walters and Curry",377170847088149,09/24,307,VISA 16 digit,Press photographer,203.29.4.103,it,77.77
3794,54 VL,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/14.0.832.0 Safari/5310",Conley Ltd,6011043325869331,09/21,518,Diners Club / Carte Blanche,Chartered accountant,83.112.128.80,pt,42.28
3795,23 IZ,AM,Opera/9.96.(Windows 98; Win 9x 4.90; sl-SI) Presto/2.9.184 Version/12.00,"Mathews, Gilbert and Meyer",4829536458757782,08/17,740,American Express,"Doctor, hospital",231.180.132.141,de,59.39
3796,50 pN,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sl-SI) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.32.3",Howell LLC,343783100036117,01/18,841,Voyager,Counselling psychologist,244.115.169.247,it,87.7
3797,83 lf,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-01-15 22:24:30 Firefox/3.6.17,Graham and Sons,4018096993955475,01/21,223,JCB 15 digit,Sports development officer,160.189.26.34,de,44.39
3798,79 aL,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.0),Smith PLC,4112009432819785,01/17,18,American Express,Engineering geologist,216.105.107.235,fr,0.45
3799,98 dG,PM,Opera/9.35.(X11; Linux i686; sl-SI) Presto/2.9.179 Version/11.00,Dunn Inc,210053878348734,06/24,435,VISA 16 digit,Hydrologist,187.93.66.208,de,95.64
3800,78 Jj,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6 rv:4.0; it-IT) AppleWebKit/531.29.7 (KHTML, like Gecko) Version/5.1 Safari/531.29.7",Wright LLC,869955786109277,07/17,381,Voyager,Soil scientist,81.205.189.204,ru,36.18
3801,92 EO,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2 rv:6.0; en-US) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/5.0 Safari/534.21.1",Martin LLC,869992405925312,07/21,90,Discover,Commercial horticulturist,209.170.113.191,el,29.9
3802,57 sr,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4; rv:1.9.2.20) Gecko/2014-01-31 07:23:34 Firefox/3.8,Cruz PLC,6011081720218290,08/19,475,JCB 16 digit,Sales executive,238.205.226.100,it,1.3
3803,53 lx,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.4.20) Gecko/2012-02-06 04:14:54 Firefox/10.0,Ward Inc,347812781765342,11/23,724,VISA 16 digit,Fisheries officer,191.111.91.133,ru,1.2
3804,20 HG,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:3.0; sl-SI) AppleWebKit/533.13.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.13.3",Meyer-Howe,675940649469,01/19,209,American Express,Hydrologist,152.125.105.87,it,37.53
3805,65 vG,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.29.5 (KHTML, like Gecko) Version/5.1 Safari/531.29.5",York-Baker,630486483286,03/20,992,JCB 16 digit,"Engineer, maintenance (IT)",188.203.215.48,es,76.1
3806,49 GN,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.6.6 (KHTML, like Gecko) Version/4.0.5 Safari/533.6.6",Ho LLC,3088701630877605,10/17,865,Voyager,Psychiatric nurse,126.220.202.8,es,29.56
3807,16 Od,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/534.7.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.7.2",Gray Group,3158950215096082,02/17,42,American Express,Plant breeder/geneticist,185.183.203.158,es,70.32
3808,04 lg,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sl-SI) AppleWebKit/531.44.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.44.1",Sanchez-Pugh,30144466817368,02/24,660,Maestro,Environmental health practitioner,20.125.230.98,pt,8.3
3809,52 YN,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.825.0 Safari/5310","Graham, Walker and Frazier",869929666344262,04/24,262,JCB 16 digit,Hotel manager,206.199.193.146,fr,3.73
3810,53 WU,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.6.20) Gecko/2012-04-30 17:54:03 Firefox/4.0,"Kim, Harris and Lee",3528700667851234,11/18,435,American Express,"Engineer, communications",33.68.160.144,zh,49.73
3811,94 he,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),Banks Group,869974335345498,01/22,457,Voyager,Multimedia specialist,88.14.181.63,ru,6.85
3812,89 HZ,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),Carter LLC,376889444239299,10/21,676,Voyager,Retail merchandiser,231.250.163.185,fr,14.52
3813,68 Ec,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),Wilson-Friedman,5331707138451272,04/26,697,VISA 16 digit,"Teacher, secondary school",191.126.216.188,pt,46.29
3814,12 ze,PM,Opera/9.21.(Windows NT 5.1; sl-SI) Presto/2.9.178 Version/12.00,Flowers PLC,3158020181449150,02/19,634,Mastercard,Quantity surveyor,68.164.214.86,de,92.27
3815,96 Vx,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; it-IT) AppleWebKit/534.33.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.33.2","Vega, Washington and Jones",4346189939062,10/17,6023,VISA 16 digit,Armed forces operational officer,142.69.95.151,el,67.2
3816,61 uJ,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sl-SI) AppleWebKit/533.4.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.4.1",Moss-Roberts,3158328167946705,06/18,959,VISA 16 digit,Landscape architect,165.243.71.51,es,55.76
3817,24 fi,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5 rv:3.0; sl-SI) AppleWebKit/531.48.4 (KHTML, like Gecko) Version/4.0.4 Safari/531.48.4",Rangel PLC,589368856466,09/25,707,Maestro,Psychotherapist,131.127.164.250,pt,93.55
3818,38 rn,PM,Opera/9.25.(X11; Linux i686; en-US) Presto/2.9.172 Version/12.00,Henry Inc,3528008425471760,02/20,227,VISA 13 digit,"Civil engineer, contracting",20.122.132.168,pt,57.24
3819,74 AC,AM,Opera/8.12.(Windows 98; it-IT) Presto/2.9.186 Version/10.00,Patterson-Mcdaniel,3528136414870823,02/18,1970,Maestro,Retail manager,198.92.133.196,fr,80.9
3820,71 eh,AM,Opera/8.19.(X11; Linux x86_64; it-IT) Presto/2.9.181 Version/12.00,Hernandez LLC,3112672393593764,05/22,555,JCB 15 digit,Speech and language therapist,194.148.75.8,it,23.91
3821,49 qX,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),Ortiz LLC,3096672317401698,03/22,580,JCB 16 digit,Art therapist,167.4.74.201,el,48.22
3822,97 bm,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sl-SI) AppleWebKit/535.45.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.45.6",Morris-Simpson,5392641496719226,08/24,518,Voyager,Agricultural consultant,132.4.48.104,en,53.91
3823,61 Qu,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Mckay LLC,374333776234166,10/16,856,JCB 15 digit,"Designer, jewellery",117.200.39.149,el,70.84
3824,58 Xy,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/5310",Hutchinson-Morris,180072968779588,12/17,396,Maestro,Building services engineer,237.140.213.177,fr,34.79
3825,05 CS,AM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5362 (KHTML, like Gecko) Chrome/14.0.877.0 Safari/5362",Meyer-Harvey,3337542935428739,01/25,997,Voyager,"Accountant, chartered management",28.92.201.168,de,52.22
3826,56 of,AM,Mozilla/5.0 (Windows 98; sl-SI; rv:1.9.1.20) Gecko/2010-08-11 22:31:45 Firefox/3.8,"King, Sampson and Russell",6011196450414867,10/18,848,Maestro,"Surveyor, hydrographic",243.73.75.70,ru,62.07
3827,85 Qd,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),Hess Inc,3337017692063987,07/19,530,JCB 16 digit,Adult guidance worker,46.200.30.14,it,61.48
3828,21 Sj,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8; rv:1.9.6.20) Gecko/2011-05-31 04:43:31 Firefox/3.8,"Owens, Robles and Powell",3528756442876862,07/21,810,Voyager,"Librarian, public",64.66.88.2,fr,0.92
3829,86 Mv,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2015-10-24 03:48:35 Firefox/3.6.19,Scott-Mccarty,4397790931012644,09/16,925,JCB 16 digit,Orthoptist,142.54.189.2,es,39.85
3830,41 Dq,PM,Opera/8.63.(X11; Linux i686; sl-SI) Presto/2.9.168 Version/10.00,Reynolds-Wright,3112344784040157,06/23,157,Diners Club / Carte Blanche,Retail manager,231.76.200.85,es,28.53
3831,22 bV,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Barrett Ltd,4665903718878,10/24,5833,Diners Club / Carte Blanche,"Civil engineer, contracting",84.134.112.124,zh,60.5
3832,30 Uy,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2016-08-07 18:23:43 Firefox/3.6.16,"Johnson, Kane and Ayers",370255123882534,08/24,50,Discover,"Research officer, trade union",174.82.98.22,zh,54.79
3833,11 pR,AM,Opera/8.76.(X11; Linux i686; en-US) Presto/2.9.182 Version/10.00,Rosario-Alexander,6011973895325258,10/23,747,JCB 16 digit,"Loss adjuster, chartered",236.227.57.123,fr,76.73
3834,97 Rt,PM,Mozilla/5.0 (Windows 95; sl-SI; rv:1.9.1.20) Gecko/2014-01-20 22:23:02 Firefox/3.8,Martin-Holt,3337501820220114,10/20,5639,Maestro,Metallurgist,98.209.238.121,it,8.18
3835,18 CH,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/13.0.841.0 Safari/5362",Warren-Montgomery,4624881055007000,10/18,518,VISA 13 digit,Diagnostic radiographer,59.69.110.60,el,30.96
3836,41 ZF,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_2) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.827.0 Safari/5342",Franco-Freeman,180095381676164,09/23,146,VISA 16 digit,Gaffer,92.174.169.59,de,66.18
3837,51 zq,PM,Opera/9.25.(Windows NT 5.2; en-US) Presto/2.9.183 Version/12.00,"Villanueva, Rodriguez and Barrett",4656121535189529,06/20,715,Mastercard,"Surveyor, rural practice",225.72.172.198,el,54.7
3838,41 Mw,AM,Opera/8.56.(Windows NT 5.2; en-US) Presto/2.9.175 Version/11.00,"Chase, Petersen and Delgado",348885622314065,12/16,926,Mastercard,Database administrator,225.18.168.52,pt,24.22
3839,01 hu,PM,Opera/9.73.(X11; Linux i686; it-IT) Presto/2.9.171 Version/12.00,"Walker, Villarreal and Robinson",210099344365109,07/19,951,Mastercard,Clinical embryologist,225.70.189.27,it,7.68
3840,76 xm,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/15.0.855.0 Safari/5350",Wilkinson Inc,869974901110227,10/18,968,American Express,Investment analyst,76.90.236.93,es,87.08
3841,48 eg,PM,Opera/8.73.(Windows NT 6.2; sl-SI) Presto/2.9.167 Version/10.00,Huerta-Banks,6011594878462965,11/22,461,JCB 15 digit,Museum education officer,165.192.216.96,es,4.62
3842,13 Mm,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.860.0 Safari/5351",Lewis-Delacruz,341330492129217,06/22,768,Maestro,"Psychologist, counselling",111.82.42.253,pt,38.52
3843,03 YK,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.12.4 (KHTML, like Gecko) Version/5.0.2 Safari/532.12.4",Hardin Inc,4494714675695689,10/18,313,Discover,Network engineer,77.98.222.233,it,44.97
3844,37 ou,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0),King and Sons,3088952915231147,04/17,493,Mastercard,Television camera operator,110.244.150.130,el,99.93
3845,61 PL,AM,Opera/8.23.(Windows NT 4.0; en-US) Presto/2.9.189 Version/10.00,"Sanders, Strickland and Morgan",4860078645796,11/20,744,VISA 13 digit,Counsellor,158.213.58.215,fr,11.15
3846,37 SZ,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),Hill LLC,30008565641831,08/21,196,VISA 16 digit,"Scientist, research (maths)",102.23.198.139,de,46.46
3847,76 mg,PM,Opera/8.58.(X11; Linux i686; it-IT) Presto/2.9.168 Version/12.00,"Stevens, Hayes and Long",561221024400,09/21,668,Voyager,Chiropodist,5.108.199.121,de,39.69
3848,68 zO,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; it-IT) AppleWebKit/534.2.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.2.6",Keller Ltd,869917876075313,12/19,154,JCB 16 digit,"Programmer, applications",101.46.164.107,es,76.95
